Gene ID,source_id,Product Description,Gene Type,Input ID,# Transcripts,Transcript Length,Genomic Location (Transcript),Genomic Location (Gene),Gene Name or Symbol
Tb927.9.16010,Tb927.9.16010:pseudogenic_transcript,"expression site-associated gene 4 (ESAG4, pseudogene), putative",protein coding,Tb927.9.16010,1,731,Tb927_09_v5.1:2537861..2538349(-),"Tb927_09_v5.1:2,537,861..2,538,591(-)",N/A
Tb927.9.16040,Tb927.9.16040:pseudogenic_transcript,"leucine-rich repeat protein (LRRP), degenerate fragment",protein coding,Tb927.9.16040,1,1877,Tb927_09_v5.1:2544360..2545880(+),"Tb927_09_v5.1:2,544,004..2,545,880(+)",N/A
Tb927.9.16050,Tb927.9.16050:pseudogenic_transcript,"leucine-rich repeat protein (pseudogene), putative",protein coding,Tb927.9.16050,1,5827,Tb927_09_v5.1:2551650..2552240(+),"Tb927_09_v5.1:2,546,414..2,552,240(+)",N/A
Tb927.9.16060,Tb927.9.16060:mRNA,hypothetical protein,protein coding,Tb927.9.16060,1,306,Tb927_09_v5.1:2552950..2553255(+),"Tb927_09_v5.1:2,552,950..2,553,255(+)",N/A
Tb927.9.16070,Tb927.9.16070:mRNA,hypothetical protein,protein coding,Tb927.9.16070,1,1404,Tb927_09_v5.1:2554900..2555352(+),"Tb927_09_v5.1:2,554,003..2,555,406(+)",N/A
Tb927.9.1610,Tb927.9.1610:mRNA,"CDP-diacylglycerol--inositol 3-phosphatidyltransferase, putative",protein coding,Tb927.9.1610,1,1251,Tb927_09_v5.1:379838..380491(-),"Tb927_09_v5.1:379,358..380,608(-)",N/A
Tb927.9.1640,Tb927.9.1640:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1640,1,661,Tb927_09_v5.1:380955..381347(-),"Tb927_09_v5.1:380,740..381,400(-)",N/A
Tb927.9.16440,Tb927.9.16440:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.16440,1,5060,Tb927_09_v5.1:2655228..2656046(-),"Tb927_09_v5.1:2,655,228..2,660,287(-)",N/A
Tb927.9.1650,Tb927.9.1650:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1650,1,1255,Tb927_09_v5.1:381680..382780(-),"Tb927_09_v5.1:381,549..382,803(-)",N/A
Tb927.9.1660,Tb927.9.1660:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1660,1,801,Tb927_09_v5.1:383078..383812(-),"Tb927_09_v5.1:383,078..383,878(-)",N/A
Tb927.9.16610,Tb927.9.16610:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.16610,1,7919,Tb927_09_v5.1:2709874..2710113(-),"Tb927_09_v5.1:2,707,744..2,715,662(-)",N/A
Tb927.9.1670,Tb927.9.1670:mRNA,"Aurora kinase 3, putative",protein coding,Tb927.9.1670,1,2123,Tb927_09_v5.1:384482..386434(-),"Tb927_09_v5.1:384,482..386,604(-)",AUK3
Tb927.9.1680,Tb927.9.1680:mRNA,"Lys-63-specific deubiquitinase BRCC36, putative",protein coding,Tb927.9.1680,1,851,Tb927_09_v5.1:387107..387940(-),"Tb927_09_v5.1:387,107..387,957(-)",N/A
Tb927.9.16860,Tb927.9.16860:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.16860,1,1530,Tb927_09_v5.1:2771814..2773346(-),"Tb927_09_v5.1:2,771,814..2,773,346(-)",N/A
Tb927.9.16880,Tb927.9.16880:pseudogenic_transcript,"expression site-associated gene 3 (ESAG3, pseudogene), putative",protein coding,Tb927.9.16880,1,810,Tb927_09_v5.1:2777256..2778067(-),"Tb927_09_v5.1:2,777,256..2,778,067(-)",N/A
Tb927.9.1700,Tb927.9.1700:mRNA,"btb/poz domain containing protein, putative",protein coding,Tb927.9.1700,1,1818,Tb927_09_v5.1:388870..390675(-),"Tb927_09_v5.1:388,870..390,687(-)",N/A
Tb927.9.17050,Tb927.9.17050:mRNA,"variant surface glycoprotein (VSG, atypical), putative",protein coding,Tb927.9.17050,1,1443,Tb927_09_v5.1:2812598..2814040(-),"Tb927_09_v5.1:2,812,598..2,814,040(-)",N/A
Tb927.9.1710,Tb927.9.1710:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1710,1,2149,Tb927_09_v5.1:391189..392586(-),"Tb927_09_v5.1:390,718..392,866(-)",N/A
Tb927.9.1720,Tb927.9.1720:mRNA,"peroxisomal membrane protein 4, putative",protein coding,Tb927.9.1720,1,979,Tb927_09_v5.1:393274..393945(-),"Tb927_09_v5.1:393,032..394,010(-)",N/A
Tb927.9.17240,Tb927.9.17240:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.17240,1,255,Tb927_09_v5.1:2863377..2863634(+),"Tb927_09_v5.1:2,863,377..2,863,634(+)",VSG47
Tb927.9.17250,Tb927.9.17250:pseudogenic_transcript,"variant surface glycoprotein (VSG), point mutation (pseudogene)",protein coding,Tb927.9.17250,1,2016,Tb927_09_v5.1:2865151..2866716(+),"Tb927_09_v5.1:2,864,701..2,866,716(+)",N/A
Tb927.9.1730,Tb927.9.1730:mRNA,"Primase zinc finger/Mcm10 replication factor, putative",protein coding,Tb927.9.1730,1,2836,Tb927_09_v5.1:394652..396847(-),"Tb927_09_v5.1:394,149..396,984(-)",N/A
Tb927.9.1750,Tb927.9.1750:mRNA,"Fibronectin type III domain containing protein, putative",protein coding,Tb927.9.1750,1,13809,Tb927_09_v5.1:398215..411654(-),"Tb927_09_v5.1:398,215..412,023(-)",N/A
Tb927.9.17530,Tb927.9.17530:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.17530,1,553,Tb927_09_v5.1:2954107..2954352(-),"Tb927_09_v5.1:2,954,107..2,954,659(-)",N/A
Tb927.9.17570,Tb927.9.17570:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.17570,1,1356,Tb927_09_v5.1:2961642..2963001(+),"Tb927_09_v5.1:2,961,642..2,963,001(+)",N/A
Tb927.9.17640,Tb927.9.17640:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.17640,1,5263,Tb927_09_v5.1:2981267..2981647(-),"Tb927_09_v5.1:2,980,453..2,985,715(-)",N/A
Tb927.9.1770,Tb927.9.1770:mRNA,"Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase), putative",protein coding,Tb927.9.1770,1,9313,Tb927_09_v5.1:412833..421766(-),"Tb927_09_v5.1:412,833..422,145(-)",N/A
Tb927.9.17740,Tb927.9.17740:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.17740,1,832,Tb927_09_v5.1:3002876..3003711(-),"Tb927_09_v5.1:3,002,875..3,003,711(-)",N/A
Tb927.9.1780,Tb927.9.1780:mRNA,"sec1 family transport protein, putative",protein coding,Tb927.9.1780,1,1907,Tb927_09_v5.1:423748..425631(-),"Tb927_09_v5.1:423,748..425,654(-)",SLY1
Tb927.9.1790,Tb927.9.1790:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1790,1,754,Tb927_09_v5.1:425962..426690(-),"Tb927_09_v5.1:425,962..426,715(-)",N/A
Tb927.9.17900,Tb927.9.17900:pseudogenic_transcript,"expression site-associated gene 3 (ESAG3, pseudogene), putative",protein coding,Tb927.9.17900,1,682,Tb927_09_v5.1:3039010..3039693(+),"Tb927_09_v5.1:3,039,010..3,039,694(+)",N/A
Tb927.9.17980,Tb927.9.17980:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.17980,1,939,Tb927_09_v5.1:3061441..3062379(-),"Tb927_09_v5.1:3,061,441..3,062,379(-)",N/A
Tb927.9.18050,Tb927.9.18050:mRNA,"variant surface glycoprotein (VSG, atypical), putative",protein coding,Tb927.9.18050,1,2459,Tb927_09_v5.1:3080021..3081514(-),"Tb927_09_v5.1:3,079,056..3,081,514(-)",N/A
Tb927.9.1810,Tb927.9.1810:mRNA,"60S ribosomal protein L35, putative",protein coding,Tb927.9.1810,1,485,Tb927_09_v5.1:426931..427314(-),"Tb927_09_v5.1:426,841..427,325(-)",N/A
Tb927.9.1850,Tb927.9.1850:mRNA,"60S ribosomal protein L35, putative",protein coding,Tb927.9.1850,1,513,Tb927_09_v5.1:427609..427992(-),"Tb927_09_v5.1:427,506..428,018(-)",N/A
Tb927.9.1880,Tb927.9.1880:mRNA,"WD domain, G-beta repeat, putative",protein coding,Tb927.9.1880,1,2020,Tb927_09_v5.1:428422..430131(-),"Tb927_09_v5.1:428,361..430,380(-)",N/A
Tb927.9.1910,Tb927.9.1910:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1910,1,1452,Tb927_09_v5.1:430978..431625(-),"Tb927_09_v5.1:430,506..431,957(-)",N/A
Tb927.9.1920,Tb927.9.1920:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1920,1,1022,Tb927_09_v5.1:432589..432918(-),"Tb927_09_v5.1:432,131..433,152(-)",N/A
Tb927.9.1940,Tb927.9.1940.1:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1940,2,3364,Tb927_09_v5.1:433506..436676(-),"Tb927_09_v5.1:433,506..436,902(-)",N/A
Tb927.9.1940,Tb927.9.1940.2:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1940,2,3397,Tb927_09_v5.1:433506..436880(-),"Tb927_09_v5.1:433,506..436,902(-)",N/A
Tb927.9.1950,Tb927.9.1950:mRNA,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",protein coding,Tb927.9.1950,1,1236,Tb927_09_v5.1:437034..438257(-),"Tb927_09_v5.1:437,022..438,257(-)",N/A
Tb927.9.1960,Tb927.9.1960:mRNA,"nitrilase, putative",protein coding,Tb927.9.1960,1,995,Tb927_09_v5.1:438953..439774(-),"Tb927_09_v5.1:438,943..439,937(-)",NIT1
Tb927.9.1970,Tb927.9.1970:mRNA,"syntaxin binding protein 1, putative",protein coding,Tb927.9.1970,1,1932,Tb927_09_v5.1:445802..447730(-),"Tb927_09_v5.1:445,802..447,733(-)",N/A
Tb927.9.1980,Tb927.9.1980:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1980,1,2750,Tb927_09_v5.1:448276..450390(-),"Tb927_09_v5.1:447,863..450,612(-)",N/A
Tb927.9.200,Tb927.9.200:pseudogenic_transcript,"variant surface glycoprotein, fragment",protein coding,Tb927.9.200,1,423,Tb927_09_v5.1:30060..30482(+),"Tb927_09_v5.1:30,060..30,482(+)",N/A
Tb927.9.2010,Tb927.9.2010:mRNA,"kynureninase, putative",protein coding,Tb927.9.2010,1,1918,Tb927_09_v5.1:452652..454043(-),"Tb927_09_v5.1:452,652..454,569(-)",N/A
Tb927.9.2020,Tb927.9.2020:mRNA,"60S ribosomal protein L38, putative",protein coding,Tb927.9.2020,1,433,Tb927_09_v5.1:455293..455541(-),"Tb927_09_v5.1:455,117..455,549(-)",N/A
Tb927.9.2030,Tb927.9.2030:mRNA,Orc1-like protein,protein coding,Tb927.9.2030,1,3085,Tb927_09_v5.1:456532..458340(-),"Tb927_09_v5.1:455,761..458,845(-)",ORC1B
Tb927.9.2050,Tb927.9.2050:mRNA,"membrane protein YIP1, putative",protein coding,Tb927.9.2050,1,1820,Tb927_09_v5.1:459568..460818(-),"Tb927_09_v5.1:459,040..460,859(-)",N/A
Tb927.9.2055,Tb927.9.2055:mRNA,hypothetical protein,protein coding,Tb927.9.2055,1,364,Tb927_09_v5.1:461198..461524(-),"Tb927_09_v5.1:461,198..461,561(-)",N/A
Tb927.9.2060,Tb927.9.2060:mRNA,"ADP-ribosylation factor family, putative",protein coding,Tb927.9.2060,1,1095,Tb927_09_v5.1:462248..463309(-),"Tb927_09_v5.1:462,248..463,342(-)",N/A
Tb927.9.2070,Tb927.9.2070.1:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2070,2,1359,Tb927_09_v5.1:464283..464891(-),"Tb927_09_v5.1:464,283..467,451(-)",N/A
Tb927.9.2070,Tb927.9.2070.2:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2070,2,2348,Tb927_09_v5.1:464283..466529(-),"Tb927_09_v5.1:464,283..467,451(-)",N/A
Tb927.9.2075,Tb927.9.2075:mRNA,hypothetical protein,protein coding,Tb927.9.2075,1,8532,Tb927_09_v5.1:468519..477050(-),"Tb927_09_v5.1:468,519..477,050(-)",N/A
Tb927.9.210,Tb927.9.210:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.210,1,1566,Tb927_09_v5.1:33178..34744(+),"Tb927_09_v5.1:33,178..34,744(+)",N/A
Tb927.9.2100,Tb927.9.2100:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2100,1,1887,Tb927_09_v5.1:478117..479361(-),"Tb927_09_v5.1:477,537..479,423(-)",N/A
Tb927.9.2110,Tb927.9.2110:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2110,1,469,Tb927_09_v5.1:479636..479977(-),"Tb927_09_v5.1:479,636..480,104(-)",N/A
Tb927.9.2120,Tb927.9.2120:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2120,1,1212,Tb927_09_v5.1:480474..481304(-),"Tb927_09_v5.1:480,227..481,438(-)",N/A
Tb927.9.2130,Tb927.9.2130.1:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2130,2,1301,Tb927_09_v5.1:481949..482953(-),"Tb927_09_v5.1:481,675..486,654(-)",N/A
Tb927.9.2130,Tb927.9.2130.2:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2130,2,4601,Tb927_09_v5.1:481949..486226(-),"Tb927_09_v5.1:481,675..486,654(-)",N/A
Tb927.9.2140,Tb927.9.2140:mRNA,"calcium/calmodulin-dependent protein kinase, putative",protein coding,Tb927.9.2140,1,4231,Tb927_09_v5.1:487343..490420(-),"Tb927_09_v5.1:486,402..490,632(-)",N/A
Tb927.9.2160,Tb927.9.2160:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2160,1,1652,Tb927_09_v5.1:491279..491908(-),"Tb927_09_v5.1:491,114..492,765(-)",N/A
Tb927.9.2210,Tb927.9.2210:mRNA,hypothetical protein,protein coding,Tb927.9.2210,1,1317,Tb927_09_v5.1:493084..493431(-),"Tb927_09_v5.1:493,084..494,400(-)",N/A
Tb927.9.2220,Tb927.9.2220:mRNA,"SUMO1/Ulp2, putative",protein coding,Tb927.9.2220,1,2382,Tb927_09_v5.1:494576..496810(-),"Tb927_09_v5.1:494,576..496,957(-)",N/A
Tb927.9.2240,Tb927.9.2240:mRNA,"Pseudokinase, putative",protein coding,Tb927.9.2240,1,4638,Tb927_09_v5.1:499096..501435(-),"Tb927_09_v5.1:497,098..501,735(-)",N/A
Tb927.9.2250,Tb927.9.2250:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2250,1,1379,Tb927_09_v5.1:502386..503537(-),"Tb927_09_v5.1:502,386..503,764(-)",N/A
Tb927.9.2260,Tb927.9.2260:mRNA,"PQ loop repeat, putative",protein coding,Tb927.9.2260,1,1911,Tb927_09_v5.1:504553..505752(-),"Tb927_09_v5.1:503,988..505,898(-)",N/A
Tb927.9.2270,Tb927.9.2270:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2270,1,2460,Tb927_09_v5.1:506220..508409(-),"Tb927_09_v5.1:506,070..508,529(-)",N/A
Tb927.9.2280,Tb927.9.2280:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2280,1,486,Tb927_09_v5.1:508770..509069(-),"Tb927_09_v5.1:508,630..509,115(-)",N/A
Tb927.9.2290,Tb927.9.2290:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2290,1,883,Tb927_09_v5.1:509690..510106(-),"Tb927_09_v5.1:509,505..510,387(-)",N/A
Tb927.9.2310,Tb927.9.2310:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2310,1,1602,Tb927_09_v5.1:511127..512497(-),"Tb927_09_v5.1:511,127..512,728(-)",N/A
Tb927.9.2320,Tb927.9.2320:mRNA,"methyltransferase domain containing protein, putative",protein coding,Tb927.9.2320,1,1155,Tb927_09_v5.1:514065..515168(-),"Tb927_09_v5.1:514,065..515,219(-)",POMP1
Tb927.9.2350,Tb927.9.2350:mRNA,"calcium/calmodulin-dependent protein kinase, putative",protein coding,Tb927.9.2350,1,3222,Tb927_09_v5.1:516002..519016(-),"Tb927_09_v5.1:515,807..519,028(-)",N/A
Tb927.9.2390,Tb927.9.2390:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2390,1,1300,Tb927_09_v5.1:520657..521253(-),"Tb927_09_v5.1:519,987..521,286(-)",N/A
Tb927.9.2400,Tb927.9.2400:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2400,1,648,Tb927_09_v5.1:522081..522665(-),"Tb927_09_v5.1:522,081..522,728(-)",N/A
Tb927.9.2420,Tb927.9.2420:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2420,1,685,Tb927_09_v5.1:523546..524178(-),"Tb927_09_v5.1:523,546..524,230(-)",N/A
Tb927.9.2450,Tb927.9.2450:mRNA,"electon transport protein SCO1/SCO2, putative",protein coding,Tb927.9.2450,1,1453,Tb927_09_v5.1:525736..526896(-),"Tb927_09_v5.1:525,736..527,188(-)",N/A
Tb927.9.2470,Tb927.9.2470:mRNA,nucleolar protein,protein coding,Tb927.9.2470,1,3300,Tb927_09_v5.1:528721..531003(-),"Tb927_09_v5.1:527,920..531,219(-)",NOP86
Tb927.9.2490,Tb927.9.2490:mRNA,nucleolar protein,protein coding,Tb927.9.2490,1,2622,Tb927_09_v5.1:531997..533736(-),"Tb927_09_v5.1:531,331..533,952(-)",NOP66
Tb927.9.2520,Tb927.9.2520:mRNA,microtubule-associated protein,protein coding,Tb927.9.2520,1,26317,Tb927_09_v5.1:534345..558989(-),"Tb927_09_v5.1:534,064..560,380(-)",GB4
Tb927.9.2550,Tb927.9.2550:mRNA,"Domain of unknown function (DUF4457), putative",protein coding,Tb927.9.2550,1,3409,Tb927_09_v5.1:562606..565734(-),"Tb927_09_v5.1:562,606..566,014(-)",N/A
Tb927.9.2560,Tb927.9.2560:mRNA,"TLC domain containing protein, putative",protein coding,Tb927.9.2560,1,2610,Tb927_09_v5.1:567728..568579(-),"Tb927_09_v5.1:566,109..568,718(-)",N/A
Tb927.9.2580,Tb927.9.2580:mRNA,"deoxyhypusine hydroxylase, putative",protein coding,Tb927.9.2580,1,1717,Tb927_09_v5.1:569679..570632(-),"Tb927_09_v5.1:569,010..570,726(-)",N/A
Tb927.9.2590,Tb927.9.2590:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2590,1,4009,Tb927_09_v5.1:572247..575513(-),"Tb927_09_v5.1:571,533..575,541(-)",N/A
Tb927.9.2600,Tb927.9.2600:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2600,1,1661,Tb927_09_v5.1:576424..577113(-),"Tb927_09_v5.1:576,424..578,084(-)",N/A
Tb927.9.2620,Tb927.9.2620:mRNA,"Domain of unknown function (DUF4460), putative",protein coding,Tb927.9.2620,1,2331,Tb927_09_v5.1:578500..580530(-),"Tb927_09_v5.1:578,209..580,539(-)",mt-SAF6
Tb927.9.2630,Tb927.9.2630:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2630,1,6163,Tb927_09_v5.1:581191..586950(-),"Tb927_09_v5.1:581,191..587,353(-)",N/A
Tb927.9.2650,Tb927.9.2650:mRNA,Present in the outer mitochondrial membrane proteome 2,protein coding,Tb927.9.2650,1,2842,Tb927_09_v5.1:588469..590289(-),"Tb927_09_v5.1:587,514..590,355(-)",POMP2
Tb927.9.2670,Tb927.9.2670:mRNA,Engulfment and cell motility domain-containing protein,protein coding,Tb927.9.2670,1,1639,Tb927_09_v5.1:590829..591938(-),"Tb927_09_v5.1:590,542..592,180(-)",POMP3
Tb927.9.2700,Tb927.9.2700:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2700,1,1697,Tb927_09_v5.1:593200..594651(-),"Tb927_09_v5.1:593,200..594,896(-)",N/A
Tb927.9.2730,Tb927.9.2730:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2730,1,5436,Tb927_09_v5.1:596626..600762(-),"Tb927_09_v5.1:595,336..600,771(-)",N/A
Tb927.9.2760,Tb927.9.2760:mRNA,"EB1-like C-terminal motif containing protein, putative",protein coding,Tb927.9.2760,1,2184,Tb927_09_v5.1:602935..604545(-),"Tb927_09_v5.1:602,469..604,652(-)",N/A
Tb927.9.2780,Tb927.9.2780:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2780,1,1745,Tb927_09_v5.1:605459..606487(-),"Tb927_09_v5.1:604,777..606,521(-)",N/A
Tb927.9.2800,Tb927.9.2800:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2800,1,1334,Tb927_09_v5.1:607251..607898(-),"Tb927_09_v5.1:607,135..608,468(-)",N/A
Tb927.9.2811,Tb927.9.2811:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2811,1,1263,Tb927_09_v5.1:612533..613765(-),"Tb927_09_v5.1:612,533..613,795(-)",N/A
Tb927.9.2815,Tb927.9.2815:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2815,1,1335,Tb927_09_v5.1:615554..616858(-),"Tb927_09_v5.1:615,554..616,888(-)",N/A
Tb927.9.2840,Tb927.9.2840:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2840,1,1212,Tb927_09_v5.1:618630..619811(-),"Tb927_09_v5.1:618,630..619,841(-)",N/A
Tb927.9.2845,Tb927.9.2845:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2845,1,1335,Tb927_09_v5.1:621584..622888(-),"Tb927_09_v5.1:621,584..622,918(-)",N/A
Tb927.9.2853,Tb927.9.2853.1,"hypothetical protein, conserved",protein coding,Tb927.9.2853,1,2166,Tb927_09_v5.1:624669..625973(-),"Tb927_09_v5.1:623,838..626,003(-)",N/A
Tb927.9.2855,Tb927.9.2855:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2855,1,1353,Tb927_09_v5.1:627747..629069(-),"Tb927_09_v5.1:627,747..629,099(-)",N/A
Tb927.9.2860,Tb927.9.2860.1,"hypothetical protein, conserved",protein coding,Tb927.9.2860,1,1317,Tb927_09_v5.1:609472..610758(-),"Tb927_09_v5.1:609,472..610,833(-)",N/A
Tb927.9.2861,Tb927.9.2861:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2861,1,1317,Tb927_09_v5.1:630706..631992(-),"Tb927_09_v5.1:630,706..632,022(-)",N/A
Tb927.9.2865,Tb927.9.2865:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2865,1,1299,Tb927_09_v5.1:633766..635034(-),"Tb927_09_v5.1:633,766..635,064(-)",N/A
Tb927.9.2871,Tb927.9.2871:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2871,1,1299,Tb927_09_v5.1:636805..638073(-),"Tb927_09_v5.1:636,805..638,103(-)",N/A
Tb927.9.2875,Tb927.9.2875:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2875,1,1389,Tb927_09_v5.1:639844..641202(-),"Tb927_09_v5.1:639,844..641,232(-)",N/A
Tb927.9.2881,Tb927.9.2881:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2881,1,1263,Tb927_09_v5.1:642974..644206(-),"Tb927_09_v5.1:642,974..644,236(-)",N/A
Tb927.9.2885,Tb927.9.2885:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2885,1,2466,Tb927_09_v5.1:645989..648424(-),"Tb927_09_v5.1:645,989..648,454(-)",N/A
Tb927.9.2891,Tb927.9.2891:mRNA,"Domain of unknown function (DUF5075), putative",protein coding,Tb927.9.2891,1,3841,Tb927_09_v5.1:650055..651899(-),"Tb927_09_v5.1:649,310..653,150(-)",N/A
Tb927.9.290,Tb927.9.290:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.290,1,2842,Tb927_09_v5.1:59525..60520(+),"Tb927_09_v5.1:58,895..61,739(+)",N/A
Tb927.9.2900,Tb927.9.2900:mRNA,"U3 small nucleolar RNA-associated protein 10, putative",protein coding,Tb927.9.2900,1,8500,Tb927_09_v5.1:653905..661800(-),"Tb927_09_v5.1:653,905..662,404(-)",UTP10
Tb927.9.2910,Tb927.9.2910:mRNA,"histone acetyltransferase subunit NuA4, putative",protein coding,Tb927.9.2910,1,638,Tb927_09_v5.1:662685..663227(-),"Tb927_09_v5.1:662,685..663,322(-)",N/A
Tb927.9.2940,Tb927.9.2940:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2940,1,2198,Tb927_09_v5.1:664883..666370(-),"Tb927_09_v5.1:664,324..666,521(-)",N/A
Tb927.9.2980,Tb927.9.2980:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.2980,1,301,Tb927_09_v5.1:668204..668449(-),"Tb927_09_v5.1:668,204..668,504(-)",N/A
Tb927.9.2990,Tb927.9.2990:mRNA,hypothetical protein,protein coding,Tb927.9.2990,1,729,Tb927_09_v5.1:669184..669840(-),"Tb927_09_v5.1:669,184..669,912(-)",N/A
Tb927.9.300,Tb927.9.300:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb927.9.300,1,1350,Tb927_09_v5.1:62860..64203(+),"Tb927_09_v5.1:62,851..64,203(+)",N/A
Tb927.9.3000,Tb927.9.3000:mRNA,cytidine deaminase,protein coding,Tb927.9.3000,1,580,Tb927_09_v5.1:670740..671288(-),"Tb927_09_v5.1:670,740..671,319(-)",CDA
Tb927.9.3010,Tb927.9.3010:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.3010,1,322,Tb927_09_v5.1:671977..672207(-),"Tb927_09_v5.1:671,977..672,298(-)",N/A
Tb927.9.3030,Tb927.9.3030:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.3030,1,1152,Tb927_09_v5.1:672636..673766(-),"Tb927_09_v5.1:672,636..673,787(-)",N/A
Tb927.9.3080,Tb927.9.3080:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.3080,1,1376,Tb927_09_v5.1:674703..675989(-),"Tb927_09_v5.1:674,703..676,078(-)",N/A
Tb927.9.3100,Tb927.9.3100:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.3100,1,1572,Tb927_09_v5.1:676583..677788(-),"Tb927_09_v5.1:676,242..677,813(-)",N/A
Tb927.9.3120,Tb927.9.3120:mRNA,"STE/STE11 serine/threonine-protein kinase, putative",protein coding,Tb927.9.3120,1,3140,Tb927_09_v5.1:678328..681369(-),"Tb927_09_v5.1:678,235..681,374(-)",N/A
Tb927.9.3130,Tb927.9.3130:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.3130,1,1715,Tb927_09_v5.1:681906..683606(-),"Tb927_09_v5.1:681,906..683,620(-)",N/A
