gene.id,location,product.desc,gene.type,input.id,gene.name
Tb927.6.5040,"Tb927_06_v5.1:1,380,695..1,381,564(+)","ribosomal protein L15, putative",protein coding,Tb927.6.5040,N/A
Tb927.6.5050,"Tb927_06_v5.1:1,381,779..1,382,829(+)","V-type ATPase, C subunit, putative",protein coding,Tb927.6.5050,N/A
Tb927.6.5060,"Tb927_06_v5.1:1,383,074..1,383,587(+)","hypothetical protein, conserved",protein coding,Tb927.6.5060,N/A
Tb927.6.5070,"Tb927_06_v5.1:1,383,915..1,385,898(+)","hypothetical protein, conserved",protein coding,Tb927.6.5070,N/A
Tb927.6.5080,"Tb927_06_v5.1:1,386,177..1,388,705(+)","Protein of unknown function (DUF3808), putative",protein coding,Tb927.6.5080,N/A
Tb927.6.5090,"Tb927_06_v5.1:1,389,475..1,393,309(+)","hypothetical protein, conserved",protein coding,Tb927.6.5090,N/A
Tb927.6.5095,"Tb927_06_v5.1:1,393,434..1,394,010(+)",hypothetical protein,protein coding,Tb927.6.5095,N/A
Tb927.6.510,"Tb927_06_v5.1:225,806..226,480(+)",GPEET procyclin,protein coding,Tb927.6.510,GPEET
Tb927.6.5100,"Tb927_06_v5.1:1,394,206..1,397,433(+)","polo-like protein kinase, putative",protein coding,Tb927.6.5100,N/A
Tb927.6.5110,"Tb927_06_v5.1:1,397,613..1,401,729(+)","damage-specific DNA binding protein, putative",protein coding,Tb927.6.5110,DDB1
Tb927.6.5120,"Tb927_06_v5.1:1,401,831..1,402,226(+)","60S acidic ribosomal protein P2, putative",protein coding,Tb927.6.5120,N/A
Tb927.6.5130,"Tb927_06_v5.1:1,402,431..1,402,856(+)","60S acidic ribosomal protein P2, putative",protein coding,Tb927.6.5130,N/A
Tb927.6.5140,"Tb927_06_v5.1:1,403,027..1,404,505(+)","ribosomal P protein AGP2beta-1, putative",protein coding,Tb927.6.5140,N/A
Tb927.6.5150,"Tb927_06_v5.1:1,404,662..1,414,192(+)","hypothetical protein, conserved",protein coding,Tb927.6.5150,N/A
Tb927.6.5160,"Tb927_06_v5.1:1,413,781..1,426,421(+)","retrotransposon hot spot protein 3 (RHS3), point mutation",protein coding,Tb927.6.5160,N/A
Tb927.6.5170,"Tb927_06_v5.1:1,426,663..1,427,723(+)","retrotransposon hot spot protein 4 (RHS4), interrupted",protein coding,Tb927.6.5170,N/A
Tb927.6.5180,"Tb927_06_v5.1:1,433,349..1,435,007(+)","retrotransposon hot spot protein 4 (RHS4), interrupted",protein coding,Tb927.6.5180,N/A
Tb927.6.5190,"Tb927_06_v5.1:1,435,617..1,438,173(+)","DNA-directed RNA polymerase III, pseudogene, putative",protein coding,Tb927.6.5190,N/A
Tb927.6.520,"Tb927_06_v5.1:227,084..227,802(+)",EP3-2 procyclin,protein coding,Tb927.6.520,EP3-2
Tb927.6.5210,"Tb927_06_v5.1:1,442,501..1,445,879(-)","variant surface glycoprotein, frameshift",protein coding,Tb927.6.5210,N/A
Tb927.6.5220,"Tb927_06_v5.1:1,447,145..1,447,360(-)","variant surface glycoprotein, fragment, degenerate",protein coding,Tb927.6.5220,N/A
Tb927.6.5260,"Tb927_06_v5.1:1,455,529..1,456,914(-)","variant surface glycoprotein (VSG), putative",protein coding,Tb927.6.5260,N/A
Tb927.6.530,"Tb927_06_v5.1:227,941..229,176(+)",procyclin associated gene 3 (PAG3) protein,protein coding,Tb927.6.530,PAG3
Tb927.6.540,"Tb927_06_v5.1:229,283..230,660(+)","gene related to expression site-associated gene 2 (GRESAG2), putative",protein coding,Tb927.6.540,N/A
Tb927.6.5490,"Tb927_06_v5.1:1,524,124..1,525,221(-)","expression site-associated gene 3 (ESAG3), degenerate",protein coding,Tb927.6.5490,N/A
Tb927.6.550,"Tb927_06_v5.1:230,921..237,867(+)",hypothetical protein,protein coding,Tb927.6.550,N/A
Tb927.6.560,"Tb927_06_v5.1:238,072..239,178(-)",cysteine peptidase C (CPC),protein coding,Tb927.6.560,catB
Tb927.6.5660,"Tb927_06_v5.1:1,576,195..1,577,732(-)","variant surface glycoprotein, degenerate",protein coding,Tb927.6.5660,N/A
Tb927.6.570,"Tb927_06_v5.1:239,301..239,850(-)",conserved protein,protein coding,Tb927.6.570,N/A
Tb927.6.580,"Tb927_06_v5.1:239,988..242,327(-)","hypothetical protein, conserved",protein coding,Tb927.6.580,N/A
Tb927.6.590,"Tb927_06_v5.1:242,644..243,311(-)","hypothetical protein, conserved",protein coding,Tb927.6.590,N/A
Tb927.6.600,"Tb927_06_v5.1:243,281..246,923(-)",ccr4-not transcription complex subunit,protein coding,Tb927.6.600,CAF1
Tb927.6.610,"Tb927_06_v5.1:247,638..249,411(-)",kinetoplast ribosomal PPR-repeat containing protein 18,protein coding,Tb927.6.610,KRIPP18
Tb927.6.620,"Tb927_06_v5.1:249,988..258,560(-)","hypothetical protein, conserved",protein coding,Tb927.6.620,N/A
Tb927.6.630,"Tb927_06_v5.1:259,370..261,573(-)","hypothetical protein, conserved",protein coding,Tb927.6.630,N/A
Tb927.6.640,"Tb927_06_v5.1:261,870..272,494(-)",ApaH-like phosphatase ALPH1,protein coding,Tb927.6.640,ALPH1
Tb927.6.650,"Tb927_06_v5.1:271,742..278,394(-)","hypothetical protein, conserved",protein coding,Tb927.6.650,N/A
Tb927.6.660,"Tb927_06_v5.1:279,233..281,196(-)","hypothetical protein, conserved",protein coding,Tb927.6.660,N/A
Tb927.6.670,"Tb927_06_v5.1:281,898..283,065(-)",exosome complex component RRP45,protein coding,Tb927.6.670,RRP45
Tb927.6.680,"Tb927_06_v5.1:283,275..284,628(-)","hypothetical protein, conserved",protein coding,Tb927.6.680,N/A
Tb927.6.690,"Tb927_06_v5.1:284,569..292,804(-)","hypothetical protein, conserved",protein coding,Tb927.6.690,N/A
Tb927.6.700,"Tb927_06_v5.1:293,038..296,695(-)","alanyl-tRNA synthetase, putative",protein coding,Tb927.6.700,N/A
Tb927.6.710,"Tb927_06_v5.1:297,088..297,832(-)","dephospho-CoA kinase, putative",protein coding,Tb927.6.710,N/A
Tb927.6.720,"Tb927_06_v5.1:298,195..298,823(-)","40S ribosomal protein L14, putative",protein coding,Tb927.6.720,N/A
Tb927.6.730,"Tb927_06_v5.1:299,046..301,447(-)","hypothetical protein, conserved",protein coding,Tb927.6.730,N/A
Tb927.6.740,"Tb927_06_v5.1:303,443..307,260(-)","ATP-dependent DEAH-box RNA helicase, putative",protein coding,Tb927.6.740,N/A
Tb927.6.750,"Tb927_06_v5.1:307,369..310,089(-)","kinetoplastid-specific phospho-protein phosphatase, putative",protein coding,Tb927.6.750,N/A
Tb927.6.760,"Tb927_06_v5.1:316,054..319,829(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.760,N/A
Tb927.6.770,"Tb927_06_v5.1:320,813..324,588(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.770,N/A
Tb927.6.780,"Tb927_06_v5.1:325,567..330,211(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.780,N/A
Tb927.6.790,"Tb927_06_v5.1:330,321..334,096(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.790,N/A
Tb927.6.800,"Tb927_06_v5.1:335,080..338,864(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.800,N/A
Tb927.6.810,"Tb927_06_v5.1:339,532..342,342(-)",hypothetical protein,protein coding,Tb927.6.810,N/A
Tb927.6.815,"Tb927_06_v5.1:343,530..343,904(-)",hypothetical protein,protein coding,Tb927.6.815,N/A
Tb927.6.820,"Tb927_06_v5.1:347,689..354,274(-)",Pumilio homology domain family member 4,protein coding,Tb927.6.820,PUF4
Tb927.6.830,"Tb927_06_v5.1:353,989..356,165(-)","hypothetical protein, conserved",protein coding,Tb927.6.830,N/A
Tb927.6.840,"Tb927_06_v5.1:357,614..359,132(-)","hypothetical protein, conserved",protein coding,Tb927.6.840,N/A
Tb927.6.850,"Tb927_06_v5.1:359,009..363,116(-)",ccr4-not transcription complex subunit 2,protein coding,Tb927.6.850,NOT2
Tb927.6.860,"Tb927_06_v5.1:365,321..369,990(-)",hypothetical protein,protein coding,Tb927.6.860,N/A
Tb927.6.870,"Tb927_06_v5.1:370,127..376,910(-)","myotubularin, putative",protein coding,Tb927.6.870,N/A
Tb927.6.880,"Tb927_06_v5.1:377,165..379,026(-)",conserved protein,protein coding,Tb927.6.880,N/A
Tb927.6.890,"Tb927_06_v5.1:379,752..384,581(-)","hypothetical protein, conserved",protein coding,Tb927.6.890,N/A
Tb927.6.900,"Tb927_06_v5.1:384,715..387,783(-)",Substrate of Polo-like kinase in the basal body 1,protein coding,Tb927.6.900,SPBB1
Tb927.6.910,"Tb927_06_v5.1:388,041..389,707(-)","SET domain containing protein, putative",protein coding,Tb927.6.910,N/A
Tb927.6.920,"Tb927_06_v5.1:393,404..396,388(-)","helicase, putative",protein coding,Tb927.6.920,N/A
Tb927.6.930,"Tb927_06_v5.1:396,519..398,483(-)",metacaspase MCA3,protein coding,Tb927.6.930,MCA3
Tb927.6.940,"Tb927_06_v5.1:400,174..401,334(-)",metacaspase MCA2,protein coding,Tb927.6.940,MCA2
Tb927.6.950,"Tb927_06_v5.1:402,054..404,442(-)","cysteinyl-tRNA synthetase, putative",protein coding,Tb927.6.950,N/A
Tb927.6.970,"Tb927_06_v5.1:406,311..407,951(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like",protein coding,Tb927.6.970,CP
Tb927.6.980,"Tb927_06_v5.1:408,084..409,715(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like",protein coding,Tb927.6.980,CP
Tb927.7.1000,"Tb927_07_v5.1:259,928..262,027(+)",ATP-dependent DNA helicase-like PIF8,protein coding,Tb927.7.1000,PIF8
Tb927.7.1010,"Tb927_07_v5.1:262,452..263,038(+)",Mitoribosomal SSU assembly factor 30,protein coding,Tb927.7.1010,mt-SAF30
Tb927.7.1020,"Tb927_07_v5.1:263,222..264,218(+)","hypothetical protein, conserved",protein coding,Tb927.7.1020,N/A
Tb927.7.1025,"Tb927_07_v5.1:264,480..264,747(+)",hypothetical protein,protein coding,Tb927.7.1025,N/A
Tb927.7.1030,"Tb927_07_v5.1:265,052..267,843(+)","heat shock 70 kDa protein, putative",protein coding,Tb927.7.1030,HSP70.b
Tb927.7.1040,"Tb927_07_v5.1:268,214..268,795(+)","40S ribosomal protein S16, putative",protein coding,Tb927.7.1040,N/A
Tb927.7.1050,"Tb927_07_v5.1:268,945..269,481(+)","40S ribosomal protein S16, putative",protein coding,Tb927.7.1050,N/A
Tb927.7.1060,"Tb927_07_v5.1:269,691..272,054(+)",ISWI complex protein,protein coding,Tb927.7.1060,FYRP
Tb927.7.1070,"Tb927_07_v5.1:272,227..275,017(+)",KREX1,protein coding,Tb927.7.1070,KREX1
Tb927.7.1080,"Tb927_07_v5.1:275,207..276,628(+)","hypothetical protein, conserved",protein coding,Tb927.7.1080,N/A
Tb927.7.1090,"Tb927_07_v5.1:277,493..282,373(+)","DNA repair protein RAD5, putative",protein coding,Tb927.7.1090,RAD5
Tb927.7.1100,"Tb927_07_v5.1:285,307..287,675(+)","hypothetical protein, conserved",protein coding,Tb927.7.1100,N/A
Tb927.7.1110,"Tb927_07_v5.1:287,861..289,067(+)","asparagine synthetase a, putative",protein coding,Tb927.7.1110,N/A
Tb927.7.1120,"Tb927_07_v5.1:290,251..290,802(+)","trypanothione/tryparedoxin dependent peroxidase 1, cytosolic",protein coding,Tb927.7.1120,TDPX1
Tb927.7.1130,"Tb927_07_v5.1:291,180..291,738(+)",trypanothione/tryparedoxin dependent peroxidase 2,protein coding,Tb927.7.1130,TDPX2
Tb927.7.1140,"Tb927_07_v5.1:292,116..292,670(+)",trypanothione/tryparedoxin dependent peroxidase 3,protein coding,Tb927.7.1140,TDPX3
Tb927.7.1150,"Tb927_07_v5.1:293,594..297,862(+)","hypothetical protein, conserved",protein coding,Tb927.7.1150,N/A
Tb927.7.1160,"Tb927_07_v5.1:298,045..298,596(+)","hypothetical protein, conserved",protein coding,Tb927.7.1160,N/A
Tb927.7.1170,"Tb927_07_v5.1:298,804..299,427(+)",RNA-binding protein Y14,protein coding,Tb927.7.1170,Y14
Tb927.7.1172,"Tb927_07_v5.1:299,944..300,314(+)",hypothetical protein,protein coding,Tb927.7.1172,N/A
Tb927.7.1180,"Tb927_07_v5.1:300,918..301,657(+)","RNA-binding protein, putative",protein coding,Tb927.7.1180,RBP19
Tb927.7.1190,"Tb927_07_v5.1:301,782..305,567(+)","regulator of chromosome condensation, putative",protein coding,Tb927.7.1190,N/A
Tb927.7.1200,"Tb927_07_v5.1:306,711..308,273(+)","Protein of unknown function (DUF525), putative",protein coding,Tb927.7.1200,N/A
Tb927.7.1210,"Tb927_07_v5.1:308,964..313,308(+)","regulator of chromosome condensation, putative",protein coding,Tb927.7.1210,N/A
Tb927.7.1220,"Tb927_07_v5.1:312,767..317,113(+)","hypothetical protein, conserved",protein coding,Tb927.7.1220,N/A
Tb927.7.1230,"Tb927_07_v5.1:318,271..320,872(+)","hypothetical protein, conserved",protein coding,Tb927.7.1230,N/A
Tb927.7.1240,"Tb927_07_v5.1:321,602..324,869(+)",Sphingosine kinase,protein coding,Tb927.7.1240,N/A
Tb927.7.1250,"Tb927_07_v5.1:325,220..326,763(+)","hypothetical protein, conserved",protein coding,Tb927.7.1250,N/A
Tb927.7.1260,"Tb927_07_v5.1:327,512..329,304(+)","hypothetical protein, conserved",protein coding,Tb927.7.1260,N/A
Tb927.7.1270,"Tb927_07_v5.1:329,442..331,294(+)","hypothetical protein, conserved",protein coding,Tb927.7.1270,N/A
Tb927.7.1280,"Tb927_07_v5.1:331,731..332,793(+)","hypothetical protein, conserved",protein coding,Tb927.7.1280,N/A
Tb927.7.1290,"Tb927_07_v5.1:333,077..334,390(+)","Protein of unknown function (DUF2012), putative",protein coding,Tb927.7.1290,N/A
Tb927.7.1300,"Tb927_07_v5.1:334,513..336,340(+)","protein disulfide isomerase, putative",protein coding,Tb927.7.1300,N/A
Tb927.7.1310,"Tb927_07_v5.1:336,542..341,328(+)","hypothetical protein, conserved",protein coding,Tb927.7.1310,N/A
Tb927.7.1320,"Tb927_07_v5.1:341,272..342,005(+)","10 kDa heat shock protein, putative",protein coding,Tb927.7.1320,HSP10
Tb927.7.1330,"Tb927_07_v5.1:342,129..343,296(+)","hypothetical protein, conserved",protein coding,Tb927.7.1330,N/A
Tb927.7.1340,"Tb927_07_v5.1:343,566..344,077(+)","10 kDa heat shock protein, putative",protein coding,Tb927.7.1340,HSP10
Tb927.7.1350,"Tb927_07_v5.1:344,302..345,534(+)","Pentatricopeptide repeat protein (PPR), putative",protein coding,Tb927.7.1350,N/A
Tb927.7.1360,"Tb927_07_v5.1:345,867..347,040(+)",Paraflagellar rod (PFR) assembly factor 2,protein coding,Tb927.7.1360,PFR-AF2
Tb927.7.1370,"Tb927_07_v5.1:350,492..352,315(+)","spliced leader RNA PSE-promoter transcription factor, putative",protein coding,Tb927.7.1370,PPB1
Tb927.7.1380,"Tb927_07_v5.1:352,510..353,216(+)","hypothetical protein, conserved",protein coding,Tb927.7.1380,N/A
Tb927.7.1390,"Tb927_07_v5.1:353,362..354,203(+)","RNA-binding protein, putative",protein coding,Tb927.7.1390,RBSR2
Tb927.7.1400,"Tb927_07_v5.1:354,344..356,110(+)",Tripartite Attachment Complex Protein 60,protein coding,Tb927.7.1400,TAC60
Tb927.7.1410,"Tb927_07_v5.1:356,466..359,223(+)","hypothetical protein, conserved",protein coding,Tb927.7.1410,TZP91
Tb927.7.1420,"Tb927_07_v5.1:359,587..365,779(+)","hypothetical protein, conserved",protein coding,Tb927.7.1420,N/A
Tb927.7.1430,"Tb927_07_v5.1:365,478..367,524(+)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.7.1430,N/A
Tb927.7.1440,"Tb927_07_v5.1:367,686..369,499(+)",non-canonical poly (A) polymerase,protein coding,Tb927.7.1440,ncPAP2
Tb927.7.1450,"Tb927_07_v5.1:369,624..371,300(+)","Conserved hypothetical ATP binding protein, putative",protein coding,Tb927.7.1450,N/A
Tb927.7.1460,"Tb927_07_v5.1:371,399..374,557(+)","hypothetical protein, conserved",protein coding,Tb927.7.1460,N/A
Tb927.7.1470,"Tb927_07_v5.1:374,674..375,666(+)",Mitochondrial ATP synthase subunit c-3,protein coding,Tb927.7.1470,ATPc3
Tb927.7.1480,"Tb927_07_v5.1:375,821..377,317(+)","hypothetical protein, conserved",protein coding,Tb927.7.1480,N/A
Tb927.7.1490,"Tb927_07_v5.1:377,870..378,910(+)","hypothetical protein, conserved",protein coding,Tb927.7.1490,N/A
Tb927.7.150,"Tb927_07_v5.1:10,135..11,733(+)","variant surface glycoprotein, degenerate",protein coding,Tb927.7.150,N/A
Tb927.7.1500,"Tb927_07_v5.1:379,012..380,266(+)","Cytosolic Fe-S cluster assembly factor CFD1, putative",protein coding,Tb927.7.1500,NBP2
Tb927.7.1510,"Tb927_07_v5.1:380,455..382,479(+)","pseudouridylate synthase I, putative",protein coding,Tb927.7.1510,N/A
Tb927.7.1520,"Tb927_07_v5.1:382,587..382,917(+)","hypothetical protein, conserved",protein coding,Tb927.7.1520,N/A
Tb927.7.1530,"Tb927_07_v5.1:383,284..384,919(+)","2OG-Fe(II) oxygenase superfamily, putative",protein coding,Tb927.7.1530,N/A
Tb927.7.1540,"Tb927_07_v5.1:385,039..386,071(+)","Staphylococcal nuclease homologue, putative",protein coding,Tb927.7.1540,N/A
Tb927.7.1550,"Tb927_07_v5.1:386,228..388,203(+)",KRET2,protein coding,Tb927.7.1550,KRET2
Tb927.7.1560,"Tb927_07_v5.1:388,323..390,764(+)","TPR repeat, putative",protein coding,Tb927.7.1560,N/A
Tb927.7.1570,"Tb927_07_v5.1:390,958..395,601(+)","hypothetical protein, conserved",protein coding,Tb927.7.1570,N/A
Tb927.7.1580,"Tb927_07_v5.1:395,718..399,250(+)","Vps52 / Sac2 family, putative",protein coding,Tb927.7.1580,N/A
Tb927.7.1590,"Tb927_07_v5.1:398,932..402,490(+)",mitotic cyclin,protein coding,Tb927.7.1590,CYC8
Tb927.7.160,"Tb927_07_v5.1:18,207..22,398(-)","expression site-associated gene 2 (ESAG2), degenerate",protein coding,Tb927.7.160,N/A
Tb927.7.1600,"Tb927_07_v5.1:402,639..404,253(+)","C-1-tetrahydrofolate synthase, cytoplasmic, putative",protein coding,Tb927.7.1600,DHCH1
Tb927.7.1610,"Tb927_07_v5.1:404,539..406,508(+)","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative",protein coding,Tb927.7.1610,N/A
Tb927.7.1620,"Tb927_07_v5.1:407,028..408,134(+)","Cleavage factor I 25 kDa subunit, putative",protein coding,Tb927.7.1620,CFIm25
Tb927.7.1630,"Tb927_07_v5.1:408,343..409,434(+)","hypothetical protein, conserved",protein coding,Tb927.7.1630,N/A
Tb927.7.1640,"Tb927_07_v5.1:409,583..411,720(+)",Mitoribosomal LSU assembly factor 1,protein coding,Tb927.7.1640,mt-LAF1
Tb927.7.1650,"Tb927_07_v5.1:411,867..414,250(+)","hypothetical protein, conserved",protein coding,Tb927.7.1650,N/A
Tb927.7.1660,"Tb927_07_v5.1:414,448..417,647(+)","hypothetical protein, conserved",protein coding,Tb927.7.1660,N/A
Tb927.7.1670,"Tb927_07_v5.1:418,012..419,018(+)",Eukaryotic translation initiation factor 4E type 6,protein coding,Tb927.7.1670,eif4e6
Tb927.7.1680,"Tb927_07_v5.1:419,454..420,778(+)","Uncharacterised conserved protein (DUF2305), putative",protein coding,Tb927.7.1680,N/A
Tb927.7.1690,"Tb927_07_v5.1:421,344..422,594(+)",Silent information regulator 2 related protein 1,protein coding,Tb927.7.1690,SIR2RP1
Tb927.7.170,"Tb927_07_v5.1:23,077..24,314(-)","expression site-associated gene 9 (ESAG9) protein, putative",protein coding,Tb927.7.170,N/A
Tb927.7.1700,"Tb927_07_v5.1:422,974..424,746(+)","hypothetical protein, conserved",protein coding,Tb927.7.1700,N/A
Tb927.7.1710,"Tb927_07_v5.1:425,705..426,962(+)","eukaryotic peptide chain release factor subunit 1, putative",protein coding,Tb927.7.1710,N/A
Tb927.7.1720,"Tb927_07_v5.1:427,227..428,072(+)","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",protein coding,Tb927.7.1720,NFU1
Tb927.7.1730,"Tb927_07_v5.1:429,021..429,912(+)","60S ribosomal protein L7, putative",protein coding,Tb927.7.1730,N/A
Tb927.7.1740,"Tb927_07_v5.1:430,041..430,925(+)","60S ribosomal protein L7, putative",protein coding,Tb927.7.1740,N/A
Tb927.7.1750,"Tb927_07_v5.1:431,054..431,883(+)","60S ribosomal protein L7, putative",protein coding,Tb927.7.1750,N/A
Tb927.7.1760,"Tb927_07_v5.1:432,084..434,357(+)","hypothetical protein, conserved",protein coding,Tb927.7.1760,N/A
Tb927.7.1770,"Tb927_07_v5.1:434,542..436,363(+)",Mini-chromosome maintenance complex-binding protein,protein coding,Tb927.7.1770,Mcmbp
Tb927.7.1780,"Tb927_07_v5.1:436,677..438,023(+)","Adenine phosphoribosyltransferase, putative",protein coding,Tb927.7.1780,N/A
Tb927.7.1790,"Tb927_07_v5.1:438,182..440,127(+)","Adenine phosphoribosyltransferase, putative",protein coding,Tb927.7.1790,N/A
Tb927.7.180,"Tb927_07_v5.1:24,546..28,420(-)","Trypanosomal VSG domain containing protein, putative",protein coding,Tb927.7.180,N/A
Tb927.7.1800,"Tb927_07_v5.1:440,247..441,297(+)","hypothetical protein, conserved",protein coding,Tb927.7.1800,N/A
Tb927.7.1810,"Tb927_07_v5.1:441,424..443,069(+)","hypothetical protein, conserved",protein coding,Tb927.7.1810,N/A
Tb927.7.1820,"Tb927_07_v5.1:443,230..444,016(+)","hypothetical protein, conserved",protein coding,Tb927.7.1820,N/A
Tb927.7.1830,"Tb927_07_v5.1:444,144..445,321(+)","hypothetical protein, conserved",protein coding,Tb927.7.1830,N/A
Tb927.7.1840,"Tb927_07_v5.1:445,602..446,820(+)","zinc finger protein, putative",protein coding,Tb927.7.1840,N/A
Tb927.7.1850,"Tb927_07_v5.1:446,985..448,630(+)","hypothetical protein, conserved",protein coding,Tb927.7.1850,N/A
Tb927.7.1860,"Tb927_07_v5.1:448,791..449,575(+)","hypothetical protein, conserved",protein coding,Tb927.7.1860,N/A
Tb927.7.1870,"Tb927_07_v5.1:449,705..450,882(+)","hypothetical protein, conserved",protein coding,Tb927.7.1870,N/A
Tb927.7.1890,"Tb927_07_v5.1:452,546..453,553(+)","hypothetical protein, conserved",protein coding,Tb927.7.1890,N/A
Tb927.7.190,"Tb927_07_v5.1:34,179..36,498(+)","thimet oligopeptidase, putative",protein coding,Tb927.7.190,THOP1
Tb927.7.1900,"Tb927_07_v5.1:453,690..454,725(+)","cdc2-related protein kinase 7, putative",protein coding,Tb927.7.1900,CRK7
Tb927.7.1910,"Tb927_07_v5.1:454,830..458,571(+)","pyridoxal phosphate containing glycine decarboxylase, putative",protein coding,Tb927.7.1910,GCVP
Tb927.7.1920,"Tb927_07_v5.1:458,693..461,099(+)","paraflagellar rod component, putative",protein coding,Tb927.7.1920,PFC5
Tb927.7.1930,"Tb927_07_v5.1:461,640..463,085(+)","nucleoside diphosphatase, putative",protein coding,Tb927.7.1930,N/A
Tb927.7.1940,"Tb927_07_v5.1:463,421..464,509(+)",hypothetical protein,protein coding,Tb927.7.1940,N/A
Tb927.7.1950,"Tb927_07_v5.1:465,663..467,782(-)","retrotransposon hot spot protein 7 (RHS7), putative",protein coding,Tb927.7.1950,N/A
Tb927.7.1960,"Tb927_07_v5.1:471,247..476,237(-)","retrotransposon hot spot protein 7 (RHS7), putative",protein coding,Tb927.7.1960,N/A
